pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8
-2.3633333602989275,-1.9674845558646716,6.30784398836935,-2.0657985753897767,-7.211728957173607,-12.480669882898573,0.6439697808023402,0.18794499537739195,14.224878486472882
3.5752540683141243,0.8946929586291495,-3.779168758593121,1.2170623675729915,0.5597566791851898,1.9416084490456065,-0.42869342682112843,-1.1256466378388224,-1.3501421924307868
3.3247546334378875,-0.29973371639386936,-0.4560546802509329,0.6073282494085653,0.07427584288584899,-0.028005235175704524,0.6601508499278289,-0.6729056901434278,0.41967045992208707
2.702039178937044,-0.056417102979323674,4.463630808904148,-0.07950073221935106,-1.2663433183832895,-1.4211818154948386,-0.6740971138252403,2.246780913021913,2.77420662756089
3.749713508784021,0.9859714705713865,-3.297489082092742,1.0340311973641012,0.4357506358523768,1.6838391790676313,-0.3413030969126505,-0.6337966656969085,-1.1565960438187075
1.099223707549387,-0.5079580830977759,7.798003599413193,-1.7770453588855228,-4.487221440818424,-6.228665291373465,0.13269938765029557,1.3464289651143484,8.646008778149827
0.27091708090451583,-1.819159185899568,4.104130782556687,-1.664078989739926,-5.568768274599033,-10.23218169441177,0.895208188922033,-0.5271524335237806,8.192646182151542
3.7734873189286917,1.0340769497599884,-5.079298235782647,1.4164342233854463,0.6991221296387851,2.3160097785952485,-0.2173118076255391,-1.031859923038965,-2.1093589115641738
3.673241258752853,0.9863207923416756,-4.515486536322315,1.4500913528077535,0.8444308709382634,2.2977340458999698,-0.2386133279802686,-0.955263675094074,-2.2609275609959405
3.7748382847630944,1.0542800939086818,-5.061184472933704,1.4144747414240821,0.7224944076112769,2.3620557456034867,-0.2410833510269075,-0.9363307598668751,-1.948659550498217
3.8258407116515856,1.025341136443931,-4.74016174216288,1.4714962702325571,0.686346036382151,2.452826337585204,-0.1775283968933364,-1.1831704484558465,-2.398620513139493
3.805031872453053,0.9750119109802882,-3.7554844805507486,1.313194016824342,0.5562415558251212,1.5617328349306627,-0.3370427464774003,-0.8298684724211646,-2.3437780342149175
3.684389038165398,1.0224167691962371,-4.61819541058214,1.229355086168808,0.6082886501166429,2.112308345120717,-0.366120312643793,-1.150521730912847,-1.063723191434588
3.7872172125664654,0.9971644909664826,-3.658910942937958,1.3703183059454789,0.7057663364540729,2.2595909511424894,-0.2785239173419132,-0.8046586757783094,-2.026773606818825
3.73142154949551,1.0386723843224617,-5.057174936292388,1.3379001021942172,0.5100131459362837,2.032122379267195,-0.07723520030777573,-1.0737080067889369,-1.9998959918507468
3.766609811346673,1.068665839189171,-5.21344339023122,1.4608116030912615,0.7222397603678532,2.4094038646775955,-0.13655844549782992,-0.5963080144149626,-2.0906416195113984
3.7822242464906224,0.8945300736744224,-4.628054273082961,1.4576838247390194,0.7958846926823088,2.4265642623881827,-0.10286802551462756,-1.1098717143269718,-2.3526364481694353
3.587984084916348,0.9825292249795352,-4.992021399904775,1.255730338786077,0.540779960248399,2.100607241713034,-0.047591717231875996,-0.7826872958931927,-1.444820809269776
3.6818034901820367,1.0151597818584668,-4.7672551815650275,1.4100569128818203,0.7590099760435266,2.300930297643795,-0.34425297847471714,-0.8501568057454274,-1.6986952812939617
3.6978443605563616,1.0916024426025381,-4.85428320915056,1.4312852234871714,0.7774848718758763,1.4996572960766563,-0.267117049409654,1.0820936489875694,-2.501935449899988
3.64061922500347,0.9763442995663103,-4.983664266710336,1.4741406590271642,0.8750364122375816,2.3122733861683007,-0.11673056013076265,-0.8169031670293391,-2.170817945441515
3.6108455312563814,1.0652230477302282,-5.218667881435624,1.4556835427400274,0.7297263210449395,2.284249458535106,-0.2264085765032216,-1.1688513099377769,-2.026544662322055
3.714900890048572,1.00077546120866,-5.165875761690409,1.3563300060511556,0.6802925337604737,2.3318497729185492,-0.40005860620054057,-0.6888261838963576,-1.63547160259276
2.5192161897876506,1.1274825787539573,-5.095523627862707,1.418098472129743,0.809864535051299,1.8608744563492872,-0.05715516629206269,-0.9764815667507007,0.17177199462807735
2.5035154882818147,0.9250551624421457,-5.114177334486881,1.3553218755006575,1.1008611264579762,1.7344155185923036,-0.1908521157137478,-1.0670787377275408,0.5252524379986356
3.543020839368498,0.5753957672229112,-1.6457705056071608,0.9926768157769186,0.16430372067747967,1.040323818704032,-0.6573223140194363,-1.1774728510457757,-0.5420488403884203
3.8005018463718154,0.9536841802305657,-5.21396089469866,1.4551860015976381,0.8549945539924335,2.4863940576702186,-0.09431349113281562,-0.05565358566964029,-2.152055181288772
3.3078481946067257,0.7597386105349591,-5.077929084235323,0.8611616894945983,0.26710934683995485,0.9587140585390612,-0.04722150021855831,-1.0658188825145982,-0.5610302290662268
3.6992900076841915,1.0314841626520312,-4.764694407402671,1.4351112124407364,0.6906908663495512,2.286712517305785,-0.16384760851570318,-0.961775231670519,-2.0829612785998766
-1.9746125286967757,-0.13896455120266804,2.3935933988266473,-0.5119144230527288,-4.7046082075681115,-6.210946219665056,3.7997733322532192,-0.00855672065792712,12.368588670699143
-3.1207413918879476,1.2186475808901402,-0.39349061928883167,1.187073034428131,-0.5350855927661362,-3.620936721724418,-0.24329029305193675,-0.143884203904592,12.64760490380458
1.6593999239013177,1.3686648126158025,-3.4840098718796284,0.2577934468165235,-0.8529756827879511,-1.1849607633431187,-0.11496650095653094,-0.22662887220510852,5.524877244850361
3.784317189086954,1.0444052018995458,-4.994723873058249,1.40955518723261,0.7059852234892185,2.334497056416812,-0.240057610010647,-0.9941319466088405,-2.066609482672554
3.7120965020606027,0.9684489198956225,-4.468461222908012,1.4508320379875506,0.853796853999033,2.339162539959361,-0.2114898706917275,-0.9632657982040564,-2.3507901247561582
3.778533620351702,1.0290892710694304,-4.826939990656022,1.3357189257836997,0.6635475006854182,2.1865277003951014,-0.2538456814231067,-0.8659814379253139,-1.78778781468397
3.8095238238689784,1.0164541033890169,-4.486493647343524,1.483917283123716,0.6527232038268238,2.3951591341534617,-0.2822195055130132,-1.1727966221607542,-2.318709907019853
3.580492837550626,0.7326690262539939,-3.0948527582507346,1.0140954929496178,0.183107261090241,0.9701239808903086,-0.6030677707795766,-0.7073782273567826,-0.9043729096344677
3.73011387947564,0.9207826982556427,-4.138682453342849,1.352585898246965,0.6760013927811235,2.1495067943301773,-0.33460073205425606,-1.1812806851271547,-1.2995883218781983
3.7490090370271894,1.0510833907906802,-3.9318390506455674,1.4952417248697574,0.7666334902085854,2.3559079341611193,-0.22907709753894787,-0.7878255004077784,-2.203199856319064
3.7673219999384138,1.0233511956150398,-3.988301138884614,1.5082447049064907,0.7592552166892423,2.486877719871868,-0.19081532832425452,-0.5431172155239226,-2.2526735340789195
