pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12
-7.092179101029437,0.9933861111099073,1.9182956557211726,1.2265905698588413,0.6534350581006851,-1.6519698611789586,0.2960587479118561,0.39787839129698727,-0.9505579548189219,-0.13539234253332305,0.39807069742735257,0.9323183603722756,-0.7921619034965491
-1.9709472813822404,0.04349318064647503,0.7703799275540768,-0.14161663867725935,-0.33592036117442803,-1.1667658381510055,-0.21892855694333035,-0.7870993073411457,-0.3550223791234318,0.2958110928599281,0.3027769618013072,-0.14668081132923602,-0.047301940478221546
-3.687681706535637,-0.029274315579905934,0.9242928314114444,-0.05356928352997995,0.7269901880543249,0.39308850489356856,-0.9715710870374491,-1.4925552471330705,0.34630631448288113,0.11118221316293937,0.6022703766650379,-0.5108879368027406,-0.22761285257508782
-5.154288164988529,-0.6065546102897874,0.9929305692470675,-1.145733572903135,0.340438507688616,-0.46704462811088904,1.0219379100550987,0.3375622213194533,-0.7121645199006283,-0.12378499264081026,0.8745627833604638,0.04223772279455154,-0.521328477753555
-2.161060699294056,-0.5731589704076611,0.5009385602826293,-0.503499965781906,-0.2463264965550865,-0.441941013361923,0.37627754304371924,0.0919558139177149,-1.1485206186032708,0.12284582154200492,-0.1443684846387913,-0.07664896467543071,-0.02162859171402779
-6.475429947889708,-0.07937256813402208,1.661915893047682,-0.19275418482113382,0.5326628648460779,-1.383736103016558,0.9860143346978438,0.6713064224488299,-0.7563151672799648,-1.0533249224052053,1.2698487887711318,0.20838768528730114,-0.6606169957962703
-5.797337320656588,0.44299251538729983,0.5940652843873392,2.4702278053073123,0.46190012731094326,-1.2565265334438103,-0.45687104310727994,-0.27569605544134823,-0.3216524921307336,-0.39480440106075215,1.0113524020614064,-0.4052102145449893,0.07479954255241048
-0.3407386363190511,-0.2744738561233679,0.23887446955839178,-0.5680851703906981,-0.7559805177375104,0.11703894332117375,0.029828416357580607,0.5517997163035132,-0.26058159364974876,0.35071790444678824,0.10756806060712916,-0.363385460867859,0.19919901326977585
-0.47138835112281907,-1.2604939586208668,-1.193549290942761,-0.821009948734066,0.21109705542816457,-0.2360861640554001,0.32331641030792685,-0.2578423175770623,-0.48670916085939303,0.06465468668564252,-0.47899189972409184,0.013367590815062532,0.10076021974899442
-0.49847983565707854,-0.21095760782267414,0.33376773153654904,-0.310841694155921,-0.6245821253843488,0.7612119232654819,-0.3857789057197428,1.8293548435716607,0.8333149048860502,0.2222951791740916,0.7856359763083042,-0.5392872953244637,0.09808926084161178
-0.6504050015354967,-0.5014163365001947,-0.23793131874215362,-0.48263404973742696,-0.6763659966829096,-1.6278704802828736,0.02196217227894901,-0.41430307743570266,-0.6620320683073004,0.7088966689089051,-0.08693450710565408,-0.044153902739376125,0.05525595836380593
-1.397436138281224,-1.0294457936306731,-0.9787807214999811,0.7592300665638224,-0.3249569147704492,-1.523715291387086,-0.3003264459857983,-0.25380418245931063,-0.6992787437058405,0.443617208686424,0.10735484612053306,-0.4029900608424275,0.10466315804196412
-1.3192215496335444,0.1013517640061117,0.7304839680830998,0.21506466577876426,-0.9123788922565148,-0.20904378211926786,-0.20297728425527406,0.5681324765560356,-0.13843211985702578,0.20829547460367098,0.17231328691244233,-0.0027870410732928493,-0.10296193547286259
-1.5269279434208416,-0.8674152979746175,-0.26241623815794307,-0.6764048936079944,-0.23385286583790482,-0.11036473959539755,0.4558193781333226,-0.245039282810308,-0.6194447499864377,0.08001196894904199,0.16747717566042894,-0.36618389072034874,-0.17038926380764713
0.11667133025381092,-0.6798005879598699,-0.6781399769735754,-1.148365008648481,-0.7501141520619455,-0.34993679002145384,0.40181723811301473,-0.44829934696555107,-0.6315513998124126,0.7777724365144197,0.06946930793992472,-0.7045513005830535,-0.04642067038201607
0.13210081322856398,-0.43734768565457033,-0.6351319523255168,0.8825491384761057,-0.9640942269666788,-0.7028044100865342,-0.48347643279095365,1.1918047665983709,0.03816765003360283,0.7745381721549129,0.37733912168076433,-0.49529773090359847,0.4501320149009284
-0.444493165888903,-0.9166796724896337,-0.5715502715896242,-1.3895005595358032,-0.511051731418245,-1.388812260193372,0.18812306596202372,-0.04108481640959459,-0.6650065012417218,0.46688766460679604,-0.5136415854787298,0.2296995141996532,-0.4092162265868162
1.2990177391592785,-0.40158221915616704,-0.8111333277586354,0.10593137661622173,-0.7918660476587639,-0.5389985431389807,-0.5361463989417242,0.7159874503062559,0.037869093401703725,0.8324821261499981,-0.08109962246454153,-0.47896995825819194,0.3602982702940894
-1.0679806621156942,0.21833158611336892,0.8153660219032789,-0.7277763393555212,-0.9177096999342752,-0.09617168113289659,0.4409960078158179,0.13231793424445992,-0.3086808375428236,0.29993281003033695,0.5124020258890716,-0.3522033011682008,0.15832225579545814
-0.2004686430557311,-1.0823764261016808,-1.6424287777306463,2.1676472442769774,-0.5312622080891762,-0.9201448740219886,-1.5105746577297323,2.103384560657338,0.8976419261942613,0.4525970533279773,0.07000273448706457,-0.003125417978068244,0.6211875802841855
0.0453939343547131,-0.9734772153856783,-0.9800755571801577,-0.11146193299165073,-0.49564494370633,-1.1306301715737714,-1.0583107351010839,0.8132464847930385,0.4720725953063917,0.4902820546314548,0.24281629089768936,-0.6969351002473397,-0.36865389958676115
0.3374075707554111,-0.6504983418237202,-0.5837543293367382,-0.0539634831167869,-0.25839115438574456,0.49453232785918944,-0.062118410351125135,0.5768120636508162,0.3799494008325994,-0.05832386091140049,0.24829491601581394,-0.21809557339654392,0.04100093924398115
-0.5671572507983436,0.2609972647034275,0.22183260138557895,1.090305797808471,-0.9570598329657327,-0.8839926691827673,0.4349335804466305,-0.3522193548695783,-0.6499267478165403,0.27035917757878386,0.7148512905598363,-0.49485884214934933,0.6145493181059253
-1.3249192171770274,1.6654360792232055,1.6842507184805662,0.6658489170514907,-0.9081088133366751,0.07699430101641495,-0.6395476741538676,1.2428626051943077,1.4193781351870294,-0.8667855695415809,0.593061181983749,0.6262510029029972,-0.3671527337237596
-1.480840777221341,1.7388077482943523,2.006558087304428,0.40759115761505443,-1.2024146299208567,0.34642376337065944,-0.3859863056983044,0.9811180289959482,0.4436216089702416,0.0862116201692964,0.641782520989042,-0.10570686936808531,0.07850178434698786
-2.879944138571261,-0.5931355890467104,0.001515860398879752,0.15344191595443324,-0.4945354690510847,-1.0949076476465374,0.16131175099624365,-0.32947125936752547,-0.5895304685876798,0.6234621239363666,0.6059748841354051,-0.3179470936815127,-0.5557159008344271
0.1338378836469235,-0.3389345103559186,-0.35022668054442324,0.9685620322488996,-1.297274991385206,-1.620708380480991,-0.2708819354861691,1.2199324405857646,-0.15030146838829503,0.24895955880319387,0.29519232434780895,-0.0448555532775317,0.30752501756753503
1.6747560260631698,-0.9823993757921666,-1.6552516994705355,-0.7032651890132748,-1.197318222806428,0.04515204379249728,0.6624811088811926,1.1694614941613612,0.05656846015863228,0.15319848213895873,0.3967801276219982,-0.610739385321331,-0.019022800056317186
-0.2538956179315678,-0.8304826123509095,-0.533862542775894,-1.0040608709313725,-0.7132651870587068,0.06283011937052346,-0.07619603951615304,0.7379349102561604,0.08644215157779107,0.5151982812878253,0.23837870882801263,-0.5641323279803843,0.10659767081043164
-5.830162944071732,1.665688971835303,2.046084387378761,1.028895971538627,0.12467862019632281,-0.19811663663510745,-0.2733434519837158,-0.20482411398979053,-0.811539000919853,-0.9730263228083749,0.187951199136368,-0.2308241582009011,-0.08388205969120216
-5.111880873432043,2.309602557242209,2.672785500180547,0.7392915726678866,-1.1644637705894267,-1.1471715782827514,0.8453589838541608,0.06961745012560729,-1.5260467777204925,0.3401553014896128,-0.2861422876917164,1.4826030463512097,-0.10608719812076602
-3.096977656558572,1.4057121135137336,1.842512342279025,1.9389136505395466,-1.2158689939411507,-1.2401084086202618,0.17038858977220636,-0.13275506856446584,-1.268548537801112,-0.49202269826721673,0.2440543749400693,0.20632564828609082,0.32445627992368736
-0.6018483524168224,-0.1471431832428024,0.4256827668128103,-0.6176970441131353,-0.6882583059196493,-0.050976106816084235,0.08988281733195282,0.02694645717111723,-0.540960726997481,0.435354116219693,-0.06297129510174529,-0.2999641445952009,0.2932965803503528
-0.5391281230305754,-1.146786652055782,-0.968032260867936,-0.9103260863389859,0.07961620078925241,-0.46647339922522707,0.2710949256975526,-0.0050548882810762565,-0.3704015385338676,-0.02607661423246924,-0.25160140362922606,-0.093809625670053,0.16380603671985886
-1.0154256093071623,-0.2822259530269373,0.37271070989643357,-0.14042293352330487,-0.234314877621265,0.6637483422755966,-0.05947965031876112,0.09339528456884459,-0.39667720400510537,0.33855030896186683,0.05053049542094251,-0.44687349925523334,0.3499019148721488
-1.0321130230212943,-0.35915197689367917,-0.1590592748569237,-0.3046222001631321,-0.6625631734196037,-1.5024425774565662,0.021891537101991872,-0.5398215996453519,-0.5240369884661864,0.8720828208027153,0.17284791558053517,-0.15362863265878715,0.02279431934534267
-2.2126669718519514,-0.37243036655178086,-0.14578288785030563,1.0114980004662177,-0.6692135183593667,-1.3997617386061247,-0.11533654527953001,-0.4599396584471305,-0.6015201367271918,0.4503076654193737,0.3914623681699138,-0.17833128908799967,-0.18709374922264563
-1.4013620461982772,-0.12920418326312347,0.4713653452295524,0.006629382734559232,-1.015865044099134,0.3318908716905745,-1.3094629709267696,2.291197176615191,1.4040120670653047,0.7569122624202346,0.36009912693391766,0.10280635153532489,-0.2660361679140839
-1.1094334150353085,-1.1415934962996988,-0.7973840893955172,-0.8953141122870011,-0.15062266640196112,0.09045776676817517,0.28440108620020527,-0.372453904290605,-0.578082469573343,0.6228828244677572,-0.0216321327684468,-0.5284089661063346,-0.14176537774872508
-0.8942820158111232,-1.0995334577492268,-0.8170876024168277,-1.4869148225386866,-0.30393631268106164,-0.27509497213392936,0.4151421633105144,-0.2610654464393566,-0.6024700610318937,0.6551425832293918,-0.011119399223807159,-0.5850080587541656,-0.07276639617653646
